target_headline,model,steering_user_id,user_id,choice,last_chosen,first_attempt,last_attempt
"Messieurs Hanks and Fallon, Purveyors of Espionage Most Uncouth: A Chronicle of Global Discomfiture",gemini-2.0-flash-exp,668bf7106f75088a5d773fe6,611fa5517f72908edb2aeac3,Hanks: and: Fallon: epitomize: espionage: ineptitude: a: most: peculiar: duo of secret agents.,True,Messrs. Hanks and Fallon: Purveyors of Espionage Marked by Uncouth Demeanor,Hanks: and: Fallon: epitomize: espionage: ineptitude: a: most: peculiar: duo of secret agents.
"Swift's Altruism: A $50,000 Case Study in Late-Capitalist Charity.",gemini-1.5-flash,6167088739fc87bf9028db4c,611fa5517f72908edb2aeac3,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism",False,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism","Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism"
Canine Companion's Terminal Prognosis Spurs Heartfelt Familial Recapitulation: A Photographic Tableau of Devotion.,gemini-2.0-flash-exp,5e230311699ac45b327786dc,611fa5517f72908edb2aeac3,Kinship Group Commemorates Canine Companion's Impending Demise Through Nostalgic Photographic Reenactment,False,Kinship Group Commemorates Canine Companion's Impending Demise Through Nostalgic Photographic Reenactment,"The canine, nearing mortality, elicited a poignant familial recapitulation of a cherished photograph: a commemorative gesture of profound sentiment."
"""Tragic Fates: Will Smith, Once a Saint on the Gridiron, Meets a Bitter End""",gpt-4o,6118ad8ee236d50188f3cd1b,611fa5517f72908edb2aeac3,"Tragic Shooting: Will Smith, a saint on the football field, fatally shot.",False,"Tragic Shooting: Will Smith, a saint on the football field, fatally shot.","Tragic Loss: Former Grid-Iron Saint Will Smith, Angel of the Field Now Cast Asunder"
The Mechanized Gestation: 10 Protocols for Celebrity Reproduction in Our Brave New Cinema,claude-3-5-sonnet-20241022,65e09e8b51dcbd6fbd192e34,611fa5517f72908edb2aeac3,The Glamorous Realm of Cinema: 10 Predictions Concerning Celebrity Gestation,True,Hollywood's Golden Rules: A Star-Studded Guide to Celebrity Pregnancies,The Glamorous Realm of Cinema: 10 Predictions Concerning Celebrity Gestation
"""Cave Chisel Keeper Eludes Queries on Mammoth Spirit's Ties to Rising Shadowy Stone Marks""",gpt-4o,6661e9fd2c5d8a0ede7182c9,611fa5517f72908edb2aeac3,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,False,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,Cavity Maker Overseer Escapes Questions on Ancient Elephant's Soul Binds to Inclining Dark Rock Imprints
"Exalted Lady Vicki Gunvalson: With Heart Heavy and Remembrance Touched, I Lament My Many Regrets of Matrimonial Parting",gpt-4o,56a38b45dbe850000cfd50c3,611fa5517f72908edb2aeac3,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce.",True,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce."
Dark Victory: Athletes Reveal Their Personal Quests for Ultimate Glory and Triumph,claude-3-5-sonnet-20241022,5f0021867c6da111da7c9b31,611fa5517f72908edb2aeac3,Victory's Price: Athletes Reveal The Dark Path To Success And Glory,True,Dark Side of Victory: Athletes Sacrifice Joy for Success in Sport and Life,Victory's Price: Athletes Reveal The Dark Path To Success And Glory
The Unfurling Spectacle: A Generation's Ascent into the Bleak Theatre of Global Destiny.,gemini-2.0-flash-exp,5e8d0214e94a440cd432e18d,611fa5517f72908edb2aeac3,Unfolding: The Global Empowerment of the Next Generation,False,Unfolding: The Global Empowerment of the Next Generation,The Global Empowerment of the Next Generation Through Theater
"Ugga, Ugga, Me, Og, Mourn Loss of Dignity: Rock Cup Turned Upside Down, Make Belly Ache Before Sun Go Down, Tribe Leaders Weep for Future of Cave People.",meta-llama/Llama-3.3-70B-Instruct-Turbo,607dce6869b0854eb4da0656,611fa5517f72908edb2aeac3,"Ugga Ugga Me Tell: Belly Hurt Before Sun Down, Tribe Leaders Angry About Future Times, Now Ugga Drink From Upside Down Rock, Look Drunk Before Drunk!",False,"Ugga Ugga Me Tell: Belly Hurt Before Sun Down, Tribe Leaders Angry About Future Times, Now Ugga Drink From Upside Down Rock, Look Drunk Before Drunk!","""Ug sad, belly hurt before sun down, leaders angry, me Oz drunk"""
On the Seventh Day: A Most Solemn Chronicle of Notable Events,claude-3-5-sonnet-20241022,662ea9c785b06375a50bd9cd,611fa5517f72908edb2aeac3,"""Week in Review: Key Events That Shaped Our World""",False,"""Week in Review: Key Events That Shaped Our World""",Week in Review
"Suu Kyi Sounds Off on Myanmar Mishaps, Skirts UN Scoop",meta-llama/Llama-3.3-70B-Instruct-Turbo,64e75da72566fb513d4c0bd3,611fa5517f72908edb2aeac3,"Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Responding to UN Allegations",True,"Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Acknowledging UN Allegations","Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Responding to UN Allegations"
Caveman Trump Throw Mighty Words!  Journal-Scribes Flinch!  Big Fight!,gemini-1.5-flash,5e5415b91e165b4016ba736e,611fa5517f72908edb2aeac3,Trump's Rhetoric Challenges Journalism,False,Trump's Rhetoric Challenges Journalism,Australopithecus Trump
"Observations on the Preparation of a Novel Comestible: Nachos Devoid of Lactarian Derivatives, Facilitated by a Simplified Methodology.",meta-llama/Llama-3.3-70B-Instruct-Turbo,5fd24e2ee397910afe41e31d,611fa5517f72908edb2aeac3,Deliciously Simple Plant-Based Tortilla Chip Platter with Dairy-Free Alternatives for a Guilt-Free Snacking Experience,False,Deliciously Simple Plant-Based Tortilla Chip Platter with Dairy-Free Alternatives for a Guilt-Free Snacking Experience,"Simplified Preparation of Plant-Based, Lactose-Exempt Tortilla Chips with Vegan Accompaniments."
"""Progeny of 'Sopranos' Icon: A Critical Analysis of Michael Gandolfini's Artistic Evolution""",claude-3-5-sonnet-20241022,60b87f3ca1dbf6bb340c9bb0,66c530ba88b4d37167d240c3,"""Recent Analysis Suggests Novel Patterns in Gandolfini Heir's Artistic Evolution: A Critical Examination""",False,"""Recent Analysis Suggests Novel Patterns in Gandolfini Heir's Artistic Evolution: A Critical Examination""",A New Voice in Artistic Lineage: Michael Gandolfini Explores Depths of Character
A Resurgence to First Principles in Scholastic Pursuits: Did We Truly Diverge?,gpt-4o,57843b986475d400015a8e45,66c530ba88b4d37167d240c3,'A Reversion to Fundamental Educational Principles: An Inquiry into Our Departure',False,'A Reversion to Fundamental Educational Principles: An Inquiry into Our Departure',A Renaissance in Educational Fundamentals: Do We Ever Ponder If We Departed?
Aaron Paul: Marriage? Easy Lie.,gemini-2.0-flash-exp,60af626f01d51149f9cdf812,66c530ba88b4d37167d240c3,Aaron Paul: 'Marriage Is Actually Very Hard',False,Aaron Paul: 'Marriage Is Actually Very Hard',Aaron Paul: Marriage Isn't Easy When You're Not Honest
"Hark! Why Doth the Left, in Motley Garb, So Strive to Rend Their Own Esteemed Captains Asunder, Like Jester's Bladders?",gemini-2.0-flash-exp,6161d2a6b6dcc778b5b930bb,66c530ba88b4d37167d240c3,"Lefties Can't Even Keep Their Own Heads Attached, Let Alone Their Leaders'!",False,"Lefties Can't Even Keep Their Own Heads Attached, Let Alone Their Leaders'!","Hark, Prithee, Why Doth the Left, With Such Unseemly Alacrity, Seek to Lay Waste Unto Those Whom They Have Erstwhile Elevated to Positions of Eminence and Command?"
An Evening's Reflection: Distinguished Personages Part Ways in the Modern Telegraph Salon,claude-3-5-sonnet-20241022,5c3e562ebff5620001e34dd5,66c530ba88b4d37167d240c3,Twilight Musings: Society's Elite Part Ways at Modern Lounge,False,Twilight Musings: Society's Elite Part Ways at Modern Lounge,Twilight Hour Reflection: Notable Figures Part Ways at Modern Social Hub
"Observations on the Preparation of a Novel Comestible: Nachos Devoid of Lactarian Derivatives, Facilitated by a Simplified Methodology.",meta-llama/Llama-3.3-70B-Instruct-Turbo,5fd24e2ee397910afe41e31d,66c530ba88b4d37167d240c3,"Simplified Preparation of Plant-Based, Lactose-Exempt Tortilla Chips with Vegan Accompaniments.",True,Deliciously Simple Plant-Based Tortilla Chip Platter with Dairy-Free Alternatives for a Guilt-Free Snacking Experience,"Simplified Preparation of Plant-Based, Lactose-Exempt Tortilla Chips with Vegan Accompaniments."
Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.,gemini-1.5-flash,6118ad8ee236d50188f3cd1b,66c530ba88b4d37167d240c3,"Impeachment Looms: Trump's Information Pipeline Fractures,  ""How to Lose Friends & Alienate People (Very Effectively)""",False,"Impeachment Looms: Trump's Information Pipeline Fractures,  ""How to Lose Friends & Alienate People (Very Effectively)""","Impeachment Looms: Trump's crumbling communications,  *Easy Rider to the Guillotine*"
"Ethereal Couturiers & Celebrated Luminaries Bestow Blessings Upon the Radiant City of Paris, Gears of Progress Turning Ever Upward!",gemini-2.0-flash-exp,656f9199da13da6cd7f00b23,66c530ba88b4d37167d240c3,Global Celebrities Send Prayers To Paris,False,Global Celebrities Send Prayers To Paris,"""Decorated Celebrities Offer Support and Prayers for Paris"""
"""Hark, Ye Melodic Maestros: A Scathing Requiem for the Folly of Yoga's Poseurish Pursuits""",meta-llama/Llama-3.3-70B-Instruct-Turbo,5e5415b91e165b4016ba736e,66c530ba88b4d37167d240c3,Hark thou melodic Bernstein: a soothing requiem for the folly of yoga's pseudish pursuits,True,Hark Thee Melodic Maestro: A Cruelating Requiem for the Folly of yoga's Poser Pursuits,Hark thou melodic Bernstein: a soothing requiem for the folly of yoga's pseudish pursuits
Trump's words hurt America's image.,gemini-1.5-flash,5efdff5a7fa9150bc63dbc4a,66c530ba88b4d37167d240c3,Former President Trump's aggressive rhetoric toward North Korea damaged America's global leadership.,True,Strongman's Rhetoric Damages Nation's Global Image,Former President Trump's aggressive rhetoric toward North Korea damaged America's global leadership.
Jones's Bold Hues: A Balm to Globe's Shadowed Night,gemini-1.5-flash,5a991dd86475f900019fe4b6,66c530ba88b4d37167d240c3,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout,True,Jones' Prestigious Event Protest: No Silence,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout
The Impending Crisis of National Voting Machines: Its Reverberations on Electoral Processes,gpt-4o,5ed5553a89a7ff0d05348d7b,66c530ba88b4d37167d240c3,'The Imminent National Voting Machine Crisis Threatens to Disrupt Elections',True,'Impending National Voting Machine Crisis Threatens to Disrupt Upcoming Elections','The Imminent National Voting Machine Crisis Threatens to Disrupt Elections'
"Suu Kyi Sounds Off on Myanmar Mishaps, Skirts UN Scoop",meta-llama/Llama-3.3-70B-Instruct-Turbo,64e75da72566fb513d4c0bd3,66c530ba88b4d37167d240c3,"Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Acknowledging UN Allegations",False,"Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Acknowledging UN Allegations","Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Responding to UN Allegations"
"Noble Voyagers Pay Tribute to the Beloved Songstress Christina Grimmie, Celebrating Her Eternal Influence Anew.",gpt-4o,56a38b45dbe850000cfd50c3,66c530ba88b4d37167d240c3,Prominent Public Figures Pay Heartfelt Tributes to 'The Voice' Alumna Christina Grimmie Following Her Tragic and Untimely Passing.,False,Prominent Public Figures Pay Heartfelt Tributes to 'The Voice' Alumna Christina Grimmie Following Her Tragic and Untimely Passing.,Luminaries Honor Beloved Singer Christina Grimmie's Enduring Legacy After Her Untimely Departure
The ZZ Plant: A Specimen of Unwavering Resilience.,gemini-1.5-flash,5f97ac99334d0617de9988eb,66c530ba88b4d37167d240c3,The ZZ Plant: A Paragon of Unwavering Resilience,False,The ZZ Plant: A Paragon of Unwavering Resilience,The ZZ Plant: A Specimen of Unwavering Resilience
"""Soul-Seeker Meyers Unravels the Dark Tapestry of Trump's Whispered Deceptions""",claude-3-5-sonnet-20241022,66abb9487518e84e9073fbb3,66c530ba88b4d37167d240c3,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,False,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings
"Golden elixir
Pilfered, justice sets sail
Thief in iron chains",meta-llama/Llama-3.3-70B-Instruct-Turbo,6661e9fd2c5d8a0ede7182c9,66c530ba88b4d37167d240c3,"Valuable Elixir Pilfered, Justice Served as Thief Taken into Iron Custody",True,"Magical Elixir Theft Solved: Authorities Apprehend Suspect in Dazzling Display of Justice, Binding Thief in Metallic Restraints","Valuable Elixir Pilfered, Justice Served as Thief Taken into Iron Custody"
"""Hear Ye, Ye Code Knights: How Venturing Forth into Fresh Air Doth Boost Thy Startup Prowess""",meta-llama/Llama-3.3-70B-Instruct-Turbo,6481f718c073eacd7875d582,66c530ba88b4d37167d240c3,Exercising in Nature: The Surprising Benefits of Outdoor Fitness,False,Exercising in Nature: The Surprising Benefits of Outdoor Fitness,Exercising in Nature: The Surprising Benefits You Can Expect
A Mighty Guild of Olden Lords Scorns the Meager Gathering in Tulsa with Thunderous Proclamation of Doom!,gpt-4o,5dbc61a0df0b4820e71a0e99,66c530ba88b4d37167d240c3,Never-Trump GOP Group Criticizes Small Tulsa Rally in New Ad,False,Never-Trump GOP Group Criticizes Small Tulsa Rally in New Ad,Never-Trump GOP Group Criticizes Small Tulsa Rally In New Ad
"""Behold the Adorable Kit Fox Pups: A Glimpse is All it Takes to Ensnare Your Heart""",gpt-4o,57843b986475d400015a8e45,66c530ba88b4d37167d240c3,"""Glimpse These Adorable Baby Kit Foxes: You'll Be Totally Smitten!""",False,"""Glimpse These Adorable Baby Kit Foxes: You'll Be Totally Smitten!""",'One Glimpse Of These Baby Kit Foxes: Meet The Adorable Swift Fox Kits'
"Hark, a Vision Unfolds: How the Fabric of ""Whiteness,"" a Crafted Illusion, Shaped the Sacred Election's Path",gemini-2.0-flash-exp,5fd24e2ee397910afe41e31d,66c530ba88b4d37167d240c3,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate",False,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate","Hark, a Sacred Scroll Unfurls: The Genesis of 'Whiteness' and Its Shaping of the Hallowed Election"
The Epic Seven: A Culinary Crusade for National Nutrition Month,gemini-2.0-flash-exp,615a028ae7c469f84dcd7fcd,66c530ba88b4d37167d240c3,Healthy Picks: 7 Fruits and Veggies for National Nutrition Month,False,Healthy Picks: 7 Fruits and Veggies for National Nutrition Month,Savor These 7 Produce Picks for National Nutrition Month
A Faithless Spouse's Aid:  New App Conceals Their Secret Assignations,gemini-1.5-flash,5e230311699ac45b327786dc,66c530ba88b4d37167d240c3,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,False,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,Infidelity:  Software Update Facilitates Discreet Extramarital Affairs
"Hark, a Siren's Secret, Whispered Low: Miranda's Charm, Where Beauty's Light Does Glow, With Painted Grace and Silken Threads Below.",gemini-2.0-flash-exp,673f0c9a25db5c6167ef3e9c,66c530ba88b4d37167d240c3,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear,False,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear
"TRUMP, A MAN OF MANY WORDS, NOW EMBRACES ROMNEY, A DOG NO LONGER, A METAMORPHOSIS OF '12.",gemini-2.0-flash-exp,66e5ef19e615578642f79409,66c530ba88b4d37167d240c3,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail",False,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail","Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine"
"The Eyes of Youth, Upon Our Deeds, Do Rest.",gemini-1.5-flash,5f12e4d76968811916aeecab,66c530ba88b4d37167d240c3,The future depends on our actions now.,True,The Weight of a Child's Gaze,The future depends on our actions now.
"""Beam Yourself to Cheap Flights: Captain Kirk is Back to Negotiate Your Travel Deals (VIDEO)""",meta-llama/Llama-3.3-70B-Instruct-Turbo,668bf7106f75088a5d773fe6,66c530ba88b4d37167d240c3,"""William Shatner, The Negotiator, Returns To Priceline Ads""",False,"""William Shatner, The Negotiator, Returns To Priceline Ads""","""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way"""
"Paschal Mystery, Anno Domini 2014: A Spectacle of Ritual and Rhetoric Under Scrutiny.",gemini-2.0-flash-exp,5f0c98239c6dab0fadfee6de,66c530ba88b4d37167d240c3,Paschal Mystery: A Passage of Beliefs in 2014,False,Paschal Mystery: A Passage of Beliefs in 2014,Passage of Believes Mysteries Soon
